id,date,size_plt,peroid,category,location_id,item_id,popularity,revenue,income,avg_profit
225,2022-04-03 00:00:00.000,6.74247980117798,180,0,7,626,5.97380961186926,6697.6602,845.66,0.129822745919228
226,2022-04-03 00:00:00.000,5.52325916290283,180,0,32,2699,5.94803498918065,2234.45,248.45,0.127056404948235
227,2022-04-03 00:00:00.000,6.04819917678833,180,0,30,4890,5.9427993751267,3230.3501,421.35,0.130400002002716
228,2022-04-03 00:00:00.000,5.76550436019897,180,0,11,2083,5.9427993751267,2615.1001,317.10,0.128828912973404
229,2022-04-03 00:00:00.000,0.6931471824646,180,0,7,229,5.92692602597041,0.00,0.00,0
230,2022-04-03 00:00:00.000,7.14716577529907,180,0,3,1572,5.92157841964382,10668.50,1268.50,0.128768369555473
231,2022-04-03 00:00:00.000,6.73758363723755,180,0,27,4008,5.91620206260744,6451.52,841.52,0.130409389734268
232,2022-04-03 00:00:00.000,6.10031890869141,180,0,17,7738,5.91350300563827,3404.00,444.00,0.130400002002716
233,2022-04-03 00:00:00.000,4.71016073226929,180,0,3,9798,5.89440283426485,1204.0701,109.07,0.126824915409088
234,2022-04-03 00:00:00.000,5.03357028961182,180,0,5,9906,5.85793315448346,1207.48,151.48,0.129234850406647
235,2022-04-03 00:00:00.000,8.02048397064209,180,0,5,1967,5.83773044716594,9557.6504,3040.6499,0.311969012022018
236,2022-04-03 00:00:00.000,6.7921199798584,180,0,13,817,5.82894561761021,5648.8003,888.80,0.156735017895699
237,2022-04-03 00:00:00.000,6.28730058670044,180,0,13,9673,5.79301360838414,3815.70,535.70,0.145987287163734
238,2022-04-03 00:00:00.000,6.0344762802124,180,0,13,9617,5.75890177387728,2641.5801,415.58,0.154652029275894
239,2022-04-03 00:00:00.000,6.87373304367065,180,0,3,1449,5.75890177387728,11020.4502,-964.55,0.0976831540465355
